item,itemLabel,website,industryLabel,hqLabel,ownedByLabel,memberOfLabel,inception,dissolved,revenue,revenue_date_parsed,country
http://www.wikidata.org/entity/Q1028092,Green Cargo,greencargo.com,Logistics,Solna Municipality,,International Union of Railways,2001-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q1028098,SIGVARIS Group (Switzerland),sigvaris.com,Textile Industry,Winterthur,,,1864-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q10299369,IFPI Norge,ifpi.no,Music Industry,Oslo,,,1939-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q1030145,Hermes,hermes.nl,Public Transport,Eindhoven,,,1995-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q1030922,Camper,camper.com,"Fashion, Footwear",Inca,,,1975-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q1034621,Capgemini,capgemini.com,"Activities Of Head Offices, It Service Management",Paris,,,1967-10-01 00:00:00+00:00,,22522000000.0,2023-01-01 00:00:00+00:00,France
http://www.wikidata.org/entity/Q1034670,Capitalia,capitalia.it,Financial Services,Rome,UniCredit,,2002-07-01 00:00:00+00:00,2007-10-01 00:00:00+00:00,,,Italy
http://www.wikidata.org/entity/Q1036007,CargoServ,cargoserv.at,Rail Freight Transport,Linz,,,2001-04-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q1036035,CargoNet,cargonet.no,Rail Freight Transport,Oslo,"Green Cargo, Vy",,2001-06-28 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q103699019,Rostein,rostein.no,"Sea And Coastal Freight Water Transport (Nace 50.2), Water Transport",Harøya,,,1988-09-07 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q1037636,Megelli Motorcycles,megelli.com,Automotive Industry,North Hykeham,,,2004-01-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,,,United Kingdom
http://www.wikidata.org/entity/Q1037713,Carl F. Bucherer,carl-f-bucherer.com,Horology,Lucerne,Rolex,,1888-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q103823767,Grev Wedels plass auksjoner,gwpa.no,Art,Oslo,,,1992-03-05 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q10397452,Q10397452,a-hus.se,House-Building,Kungsbacka,,,1947-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q1040139,Hitachi Rail STS,sts.hitachirail.com,"Electrical Engineering, Railway, Regional Rail",Genoa,Hitachi,"Union des Industries Ferroviaires Européennes, i-Trans cluster for railways and urban transport",2006-01-01 00:00:00+00:00,,1327400000.0,2016-01-01 00:00:00+00:00,Italy
http://www.wikidata.org/entity/Q10403725,Ahlmark Lines,ahlmarklines.se/sv,Water Transport,Karlstad,,,1847-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10404741,Alecta,alecta.se,"Insurance, Pension",Stockholm,,,1917-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10408304,Svea Bank,svea.com,Collection Agency,Stockholm,,,1981-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q1041320,Ubisoft Paris,ubisoft.com/en-us/studio/paris.aspx,Q112165941,Montreuil,Ubisoft,,1986-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q1041597,Indesit,indesit.com,Mechanical Engineering,Fabriano,"Arçelik, Whirlpool Corporation",,1975-01-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2900000000.0,,Italy
http://www.wikidata.org/entity/Q104177614,Vår Energi,varenergi.no,Petroleum Industry,Sandnes Municipality,Eni,,2018-12-01 00:00:00+00:00,,2750000000.0,2019-01-01 00:00:00+00:00,Norway
http://www.wikidata.org/entity/Q104185516,Transdev Group,transdev.com,Auxiliary Land Transport Services,Issy-Les-Moulineaux,"Caisse des Dépôts et Consignations, Q104185698","Alliance of Passenger Rail New Entrants in Europe, International Association of Public Transport",2010-03-23 00:00:00+00:00,,9326000000.0,2023-01-01 00:00:00+00:00,France
http://www.wikidata.org/entity/Q104213565,Langfjordkraft,clemenskraft.no,Electricity Generation,Oslo,Istad Kraft,,2011-04-07 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q1042166,Carlo Gavazzi Holding,carlogavazzi.com/de-ch,Manufacturing Industry,Steinhausen,,,1931-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q104218310,buddybank,buddybank.com,Financial Sector,Milan,UniCredit,,2018-01-29 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q10429512,Bik Bok,bikbok.com,Clothing Industry,Oslo,Varner AS,,1973-01-01 00:00:00+00:00,,751900000.0,2014-01-01 00:00:00+00:00,Norway
http://www.wikidata.org/entity/Q10429580,Q10429580,bilia.se,Car Dealership,Gothenburg,,,1929-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10429829,Biotage (company),biotage.com,Biotechnology,"Lund, Uppsala",,,2003-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10430674,Björn Biografer,bjornbio.se,Entertainment,Hofors,,,1926-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10431730,Blåkläder,blaklader.com,"Clothing Industry, Workwear",Svenljunga,,,1959-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10434019,Q10434019,bouvet.no,Consulting Company,Majorstuen,,,1995-01-01 00:00:00+00:00,,2695000000.0,2021-01-01 00:00:00+00:00,Norway
http://www.wikidata.org/entity/Q10435010,Bredbandsbolaget,bredbandsbolaget.se,Internet Service Provider,Sweden,,,1998-01-01 00:00:00+00:00,2018-05-15 00:00:00+00:00,,,Sweden
http://www.wikidata.org/entity/Q10438139,Q10438139,bybergnordin.se,Public Transport Bus Service,Kramfors Municipality,,,1927-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10438182,Byggmax,byggmax.se,"Retail, Wholesale",Stockholm,,,1993-01-01 00:00:00+00:00,,7670000000.0,2021-01-01 00:00:00+00:00,Sweden
http://www.wikidata.org/entity/Q104480207,CRISPR Therapeutics,crisprtx.com,Biotechnology Industry,Zug,,,2013-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q1045302,Carrozzeria Marazzi,marazzicar.com,Automotive Industry,Milan,,,1967-01-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,,,Italy
http://www.wikidata.org/entity/Q104584199,Alike Studio,alikestudio.com,Video Game Industry,Barcelona,,,2014-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q104600739,RougeGorge,rougegorge.com,Q112165802,Wasquehal,,,1955-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q1046463,Casa Ricordi,ricordi.it,Music Publishing,Milan,,Italian Publishers Association,1808-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q10465506,Stark Group A/S,starkgroup.dk,"Building Materials Trade, Wholesale",Frederiksberg,CVC Capital Partners,,1896-01-01 00:00:00+00:00,,7800000000.0,2024-01-01 00:00:00+00:00,Denmark
http://www.wikidata.org/entity/Q104698868,CONFIGIT A/S,configit.com,Software Industry,Copenhagen,,,2000-04-12 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q104726275,Ganga Producciones,grupoganga.com,Audiovisual,"Calle De San Restituto, Madrid",Squirrel Capital,,1997-03-12 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q104771233,ASM Rieti,asmrieti.it,"Pharmacy, Public Transport, Vehicle For Hire, Waste Management",Rieti,,,1974-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q104804747,Evil Empire,evilempirestudio.com,Q112165928,Bordeaux,,,2019-01-31 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q104819355,Q104819355,bigler.ch/de,Meat Processing Industry,Büren An Der Aare,,,1946-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q1048204,Cassa Depositi e Prestiti,cdp.it,Financial Sector,Rome,"Ministry of Economy and Finance, http://www.wikidata.org/.well-known/genid/cebbe595cd07642ed1a15196a1f92a66",,1850-11-18 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q104825419,Jimmy Fairly,jimmyfairly.com,Q112165819,Paris,,,2011-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q104842926,Ganni,ganni.com,"Clothing Industry, Fashion",Copenhagen,"Ditte Reffstrup, L Catterton, Nicolaj Reffstrup",,2000-01-01 00:00:00+00:00,,901891000.0,2024-01-01 00:00:00+00:00,Denmark
http://www.wikidata.org/entity/Q104888035,Amania Films,amaniafilms.com,Movie Theater,Vitoria-Gasteiz,,,2012-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q10489162,Espresso House,espressohouse.com,List Of Coffeehouse Chains,Stockholm,,,1996-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10494705,Ferag,ferag.com/de,Mechanical Engineering,Hinwil,,,1957-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q104972220,Body Minute,bodyminute.com,Q112166205,Paris,,,1998-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q10498467,France 2 Cinéma,france2cinema.fr,Film Production For The Cinema,Paris,,,1980-12-22 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q10498468,France 3 Cinéma,france3cinema.fr,Film Production For The Cinema,Paris,,,1984-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q1049970,Castrol,castrol.com,Petroleum Industry,Reading,,,1899-01-01 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q1050061,Rinascente,rinascente.it,Retail,Milan,,,1865-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q105010204,Flamebait Games,flamebaitgames.com,Video Game Industry,Skövde,,,2016-12-08 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10501780,G5 Entertainment,g5e.com,Game Industry,Stockholm,,,2001-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105061288,Ludicrous Games,weareludicrous.com,Video Game Industry,Lucca,,,2016-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q105082353,Schiaffini Travel,schiaffini.com,"Public Transport, Vehicle For Hire",Rome,,,1949-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q105086327,Keystone Paris,gamma-rapho-expos.com/photographes/keystone-agence,"Journalism, Photography, Photojournalism",Paris,,,1927-01-01 00:00:00+00:00,2005-01-01 00:00:00+00:00,,,France
http://www.wikidata.org/entity/Q105086527,Trotta Bus Services,trotta.it,"Public Transport, Vehicle For Hire",Rome,,,1961-03-13 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q10509721,Gränges,granges.com,Metallurgy,Stockholm,,,1896-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10512819,Göteborgs Kex,goteborgskex.se,Food Industry,Kungälv,,,1888-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10517909,Happy Socks,happysocks.com,Retail,Stockholm,,,2008-04-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q1051799,Joma,joma-sport.com,Textile Industry,Portillo De Toledo,,,1965-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q10519336,Heimstaden,heimstaden.com,Real Property,Malmö,,,1998-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105199434,Maree Haute shipyard,mareehaute.fr,Building Of Pleasure And Sporting Boats,Trégunc,,,2003-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q105200237,Association Lorraine Data Network,ldn-fai.net,Other Voluntary Membership Organizations (France),Nancy,,FDN Federation,2010-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q10521746,Hemköp,hemkop.se,"Grocery Store, Retail",Stockholm,,,1958-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10523825,Three Sweden,tre.se,Telecommunications,Stockholm,"Hutchison Whampoa, Investor",,2000-12-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105245189,Kirkelig Kulturverksted AS,kkv.no,Phonographic Industry,Oslo,,,1990-01-11 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q10524729,Story House Egmont AS,storyhouseegmont.no,Publishing Company,Oslo,,,1911-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q105271759,4ALL,4all.it,Telecommunications,Due Carrare,Net Global srl,,2006-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q10528147,Hydrolift,hydrolift.com,Building Of Pleasure And Sporting Boats,Fredrikstad Municipality,,,2002-02-05 00:00:00+00:00,2003-01-29 00:00:00+00:00,,,Norway
http://www.wikidata.org/entity/Q10535344,Inet,inet.se,"E-Commerce, Retail",Gothenburg,Creades,,2000-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10535969,Inrego,inrego.se,"Computer Hardware Industry, Reuse",Täby,,,1996-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105363593,Ten Brinke,tenbrinke.com,Construction,Varsseveld,,,1902-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q10536452,Inwido,inwido.se/sv,Construction Materials Industry,"Malmö, Vetlanda",,,2004-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105372529,Jonak,jonak.fr,Q112165834,Paris,,,1964-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q10538839,Q10538839,jc.se,Clothing Industry,Stockholm,,,1962-01-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,,,Sweden
http://www.wikidata.org/entity/Q1054107,Centralschweizerische Kraftwerke,ckw.ch,Energy Supply,Lucerne,,,1894-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q10541151,Jula,jula.at,Retail,Skara,,,1979-01-01 00:00:00+00:00,,5900000000.0,2015-01-01 00:00:00+00:00,Sweden
http://www.wikidata.org/entity/Q1054221,National Centre of Cinematography and Animated Pictures,cnc.fr,Public Administration In Healthcare And Social Services,Paris,,"Association of European Film Archives and Cinematheques, International Federation of Film Archives",1946-10-25 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q105425362,Tribuzio,tribuzio.it/host,"Public Transport, Tourism, Vehicle For Hire",Pontecorvo,,,1983-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q105451794,Export Finance Norway,eksfin.no,Export Credit Agency,Oslo,,,2021-02-12 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q10545906,Kitron,kitron.com,Electronics,Billingstad,,,1996-07-29 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q10548437,Nordic Green Energy,nordicgreen.se,Energy Industry,Stockholm,,,2000-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10549422,Kronans Apotek,kronansapotek.se,Pharmacy,Stockholm,,,1907-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105515114,Q105515114,imprimante-3d-volumic.com,It Systems And Software Consulting,Nice,,,2004-02-16 00:00:00+00:00,,1890600.0,2019-01-01 00:00:00+00:00,France
http://www.wikidata.org/entity/Q10553211,Lagerhaus,lagerhaus.com,Interior Decoration,Gothenburg,,,1996-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105533334,Red Bull Powertrains,redbullpowertrains.com/int-en,Automotive Industry,Milton Keynes,Red Bull GmbH,,2021-02-16 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q10553876,Landshypotek Bank,landshypotek.se,Financial Services,Stockholm,,,2014-02-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105558060,XtreeE,xtreee.com,Q112166072,Île-De-France,,,2015-12-21 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q10556387,Legendo Entertainment AB,legendo.com,Video Game Industry,Gothenburg,,,1998-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105564936,Flyt,flytpass.no,Toll Collection,Bergen,"Ferde, Gjensidige",,2021-01-12 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q105565092,Fremtind Service,autosync.no,Toll Collection,Oslo,Fremtind Forsikring,,2019-01-25 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q105575986,Capital Credit Union,capitalcreditunion.com,Financial Services,Edinburgh,,,1989-06-20 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q105581676,SotySolar,sotysolar.es,Photovoltaics,Gijón,,,2016-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q105614389,Pam Local,gruppopam.it/pam-local,Mass-Market Retailing,Venice,Pam Panorama,,2013-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q1056200,Cerruti 1881,cerruti.com,"Clothing Industry, Fashion",Paris,,,1967-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q1056264,Ghezzi & Brian,ghezzi-brian.com,Automotive Industry,Missaglia,,,1995-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q105636898,SkyttelPASS,skyttelpass.no,Toll Collection,Bergen,Skyttel,,2019-05-30 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q105637594,Net Global srl,netglobal.it,Telecommunications,Due Carrare,,,1988-02-02 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q105658587,Old Skull Games,oldskullgames.com,Computer Programming,Villeurbanne,,,2015-01-20 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q105659400,Teleimpianti di Spiller Roberto,teleimpianti.eu,Telecommunications,Due Carrare,,,1988-02-02 00:00:00+00:00,2013-12-31 00:00:00+00:00,,,Italy
http://www.wikidata.org/entity/Q105670259,Atelier théâtre de l'École alsacienne,atea.info,Creative Industries,6Th Arrondissement Of Paris,,,1967-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q105690179,Simula Metropolitan Center for Digital Engineering,simulamet.no,Research Institute,Oslo,,,2017-11-21 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q105699180,World's Advanced Saving Project,3dwasp.com/en,"3D Printing, Construction",Massa Lombarda,,,2012-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q105700111,Vargas Holding AB,vargasholding.se,Investment Company,Stockholm,,,2014-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q10570551,Luger,luger.se,Music Industry,Stockholm,,,1991-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105713299,Gamelife,gamelife.it,Retail,Buccinasco,Q134369607,,2005-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q105735161,Crisp,crisp.nl,"Mail Order, Retail",Amsterdam,,,2018-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q105743011,ParkTrade Europe AB,parktrade.com,"Parking Lot Company, Toll Collection",Stockholm,,,2004-12-22 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105756779,Q105756779,caballero.es,Viniculture,El Puerto De Santa María,,,1830-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q105762315,eww Gruppe,eww.at,"Electric Power Generation, Transmission And Distribution",Wels,,,1899-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q10579256,Medivir,medivir.com,Biotechnology Industry,Stockholm,,,1988-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q105794137,Promercium,promercium.com,"Commodities Market, Commodity","London, United Kingdom",,,2016-01-01 00:00:00+00:00,,,,Austria
